"","dt","LandAverageTemperature","LandAverageTemperatureUncertainty","LandMaxTemperature","LandMaxTemperatureUncertainty","LandMinTemperature","LandMinTemperatureUncertainty","LandAndOceanAverageTemperature","LandAndOceanAverageTemperatureUncertainty","Country"
"1704","1891-12-01",3.602,0.418,9.803,0.429,-2.138,0.531,13.559,0.169,"Global"
"1705","1892-01-01",2.018,0.399,7.683,0.462,-3.93,0.465,13.264,0.162,"Global"
"1706","1892-02-01",2.805,0.326,9.078,0.667,-3.253,0.464,13.667,0.146,"Global"
"1707","1892-03-01",4.362,0.39,10.752,0.599,-1.931,0.432,13.979,0.158,"Global"
"1708","1892-04-01",7.562,0.301,13.802,0.415,1.205,0.427,14.804,0.149,"Global"
"1709","1892-05-01",10.622,0.36,16.578,0.413,4.426,0.413,15.655,0.158,"Global"
"1710","1892-06-01",13.263,0.279,19.003,0.463,6.86,0.322,16.303,0.149,"Global"
"1711","1892-07-01",13.89,0.328,19.82,0.529,7.917,0.364,16.476,0.157,"Global"
"1712","1892-08-01",13.42,0.353,19.264,0.477,7.448,0.389,16.39,0.155,"Global"
"1713","1892-09-01",11.764,0.26,17.858,0.397,5.552,0.326,15.998,0.145,"Global"
"1714","1892-10-01",9.29,0.268,15.08,0.388,3.347,0.388,15.126,0.147,"Global"
"1715","1892-11-01",4.859,0.331,10.432,0.728,-1.014,0.469,13.732,0.156,"Global"
"1716","1892-12-01",2.935,0.471,8.297,0.59,-2.847,0.452,13.196,0.19,"Global"
"1717","1893-01-01",0.5,0.488,5.9,0.799,-5.345,0.48,12.702,0.186,"Global"
"1718","1893-02-01",1.654,0.365,7.616,0.543,-4.558,0.497,13.23,0.161,"Global"
"1719","1893-03-01",4.979,0.4,11.066,0.62,-1.252,0.368,14.111,0.163,"Global"
"1720","1893-04-01",7.994,0.294,13.697,0.646,1.582,0.379,14.871,0.147,"Global"
"1721","1893-05-01",10.747,0.365,16.812,0.478,4.489,0.377,15.662,0.155,"Global"
"1722","1893-06-01",13.051,0.287,18.981,0.343,6.781,0.364,16.382,0.144,"Global"
"1723","1893-07-01",14.318,0.339,20.005,0.426,8.102,0.387,16.788,0.155,"Global"
"1724","1893-08-01",13.454,0.367,19.448,0.348,7.322,0.336,16.65,0.153,"Global"
"1725","1893-09-01",11.767,0.295,17.799,0.308,5.599,0.26,15.932,0.139,"Global"
"1726","1893-10-01",9.16,0.263,15.185,0.325,3.099,0.372,15.152,0.139,"Global"
"1727","1893-11-01",5.902,0.281,11.701,0.326,-0.143,0.272,14.079,0.144,"Global"
"1728","1893-12-01",3.155,0.399,9.03,0.429,-2.79,0.321,13.388,0.165,"Global"
"1729","1894-01-01",1.691,0.372,7.41,0.567,-4.039,0.422,13.039,0.159,"Global"
"1730","1894-02-01",2.923,0.354,8.898,0.534,-3.028,0.486,13.455,0.155,"Global"
"1731","1894-03-01",5.118,0.398,11.086,0.439,-1.093,0.643,14.08,0.167,"Global"
"1732","1894-04-01",7.663,0.355,13.793,0.498,1.472,0.371,14.794,0.156,"Global"
"1733","1894-05-01",10.944,0.293,16.929,0.441,4.611,0.39,15.656,0.148,"Global"
"1734","1894-06-01",12.858,0.276,18.782,0.362,6.603,0.341,16.226,0.142,"Global"
"1735","1894-07-01",14.004,0.311,19.851,0.483,7.788,0.335,16.687,0.156,"Global"
"1736","1894-08-01",13.488,0.364,19.326,0.373,7.364,0.35,16.565,0.151,"Global"
"1737","1894-09-01",11.58,0.279,17.425,0.257,5.503,0.317,15.927,0.141,"Global"
"1738","1894-10-01",9.125,0.223,15.042,0.419,2.997,0.356,15.165,0.134,"Global"
"1739","1894-11-01",5.405,0.282,11.187,0.338,-0.491,0.46,14.036,0.146,"Global"
"1740","1894-12-01",3.133,0.3,8.757,0.392,-2.202,0.535,13.347,0.149,"Global"
"1741","1895-01-01",1.295,0.28,6.961,0.661,-4.319,0.657,13.084,0.14,"Global"
"1742","1895-02-01",2,0.329,8.18,0.686,-4.026,0.534,13.303,0.153,"Global"
"1743","1895-03-01",4.689,0.318,10.838,0.333,-1.594,0.389,13.989,0.157,"Global"
"1744","1895-04-01",8.247,0.285,14.509,0.457,1.915,0.497,15.005,0.154,"Global"
"1745","1895-05-01",10.867,0.321,16.892,0.487,4.639,0.373,15.703,0.158,"Global"
"1746","1895-06-01",13.058,0.266,19.059,0.485,6.905,0.312,16.352,0.141,"Global"
"1747","1895-07-01",14.053,0.312,19.614,0.563,7.875,0.382,16.716,0.153,"Global"
"1748","1895-08-01",13.489,0.36,19.471,0.414,7.167,0.338,16.612,0.151,"Global"
"1749","1895-09-01",11.743,0.294,17.597,0.426,5.687,0.303,15.981,0.141,"Global"
"1750","1895-10-01",9.117,0.224,15.159,0.235,2.878,0.359,15.151,0.125,"Global"
"1751","1895-11-01",5.744,0.268,11.42,0.49,-0.011,0.42,14.219,0.138,"Global"
"1752","1895-12-01",3.462,0.334,9.232,0.32,-2.206,0.403,13.513,0.151,"Global"
"1753","1896-01-01",2.291,0.392,7.924,0.637,-3.408,0.446,13.366,0.162,"Global"
"1754","1896-02-01",2.707,0.288,8.447,0.504,-3.367,0.606,13.576,0.146,"Global"
"1755","1896-03-01",4.279,0.302,10.469,0.35,-1.868,0.427,14.047,0.145,"Global"
"1756","1896-04-01",7.33,0.347,13.586,0.531,1.225,0.372,14.895,0.16,"Global"
"1757","1896-05-01",10.893,0.339,17.01,0.496,4.626,0.484,15.817,0.16,"Global"
"1758","1896-06-01",13.304,0.267,19.34,0.703,6.863,0.348,16.515,0.14,"Global"
"1759","1896-07-01",14.233,0.328,19.886,0.413,8.087,0.321,16.866,0.151,"Global"
"1760","1896-08-01",13.624,0.369,19.572,0.384,7.275,0.367,16.762,0.157,"Global"
"1761","1896-09-01",11.824,0.277,17.727,0.409,5.561,0.353,16.143,0.142,"Global"
"1762","1896-10-01",9.416,0.229,15.35,0.326,3.212,0.361,15.27,0.13,"Global"
"1763","1896-11-01",5.366,0.296,11.173,0.506,-0.469,0.4,14.187,0.141,"Global"
"1764","1896-12-01",3.312,0.272,8.811,0.439,-2.36,0.309,13.643,0.142,"Global"
"1765","1897-01-01",1.893,0.36,7.412,0.354,-3.573,0.474,13.312,0.161,"Global"
"1766","1897-02-01",2.429,0.281,8.148,0.49,-3.519,0.475,13.555,0.145,"Global"
"1767","1897-03-01",4.345,0.29,10.442,0.524,-2.123,0.457,14.152,0.155,"Global"
"1768","1897-04-01",8.278,0.277,14.293,0.454,1.74,0.293,15.217,0.143,"Global"
"1769","1897-05-01",11.377,0.306,17.251,0.411,5.068,0.457,16.02,0.145,"Global"
"1770","1897-06-01",13.319,0.355,19.445,0.717,7.226,0.357,16.505,0.155,"Global"
"1771","1897-07-01",14.31,0.37,20.297,0.407,8.312,0.332,16.783,0.161,"Global"
"1772","1897-08-01",13.668,0.392,19.753,0.422,7.592,0.329,16.676,0.161,"Global"
"1773","1897-09-01",11.925,0.254,17.918,0.269,5.901,0.281,16.068,0.133,"Global"
"1774","1897-10-01",9.197,0.251,15.166,0.412,3.279,0.258,15.168,0.135,"Global"
"1775","1897-11-01",5.608,0.349,11.616,0.524,-0.197,0.407,14.047,0.153,"Global"
"1776","1897-12-01",3.171,0.281,8.5,0.912,-2.177,0.437,13.401,0.145,"Global"
"1777","1898-01-01",2.737,0.31,8.35,0.616,-2.885,0.37,13.396,0.149,"Global"
"1778","1898-02-01",2.354,0.314,8.239,0.377,-3.651,0.46,13.364,0.149,"Global"
"1779","1898-03-01",3.751,0.271,10.174,0.377,-2.657,0.512,13.749,0.143,"Global"
"1780","1898-04-01",7.907,0.337,14.459,0.289,1.49,0.337,14.868,0.155,"Global"
"1781","1898-05-01",10.835,0.306,17.056,0.58,4.498,0.497,15.621,0.144,"Global"
"1782","1898-06-01",13.395,0.421,19.452,0.561,7.067,0.4,16.393,0.164,"Global"
"1783","1898-07-01",14.138,0.367,20.145,0.495,8.039,0.306,16.627,0.154,"Global"
"1784","1898-08-01",13.579,0.414,19.628,0.592,7.657,0.338,16.512,0.161,"Global"
"1785","1898-09-01",11.753,0.322,17.702,0.325,5.902,0.332,15.914,0.149,"Global"
"1786","1898-10-01",8.828,0.247,14.69,0.364,2.831,0.336,14.915,0.131,"Global"
"1787","1898-11-01",5.452,0.274,11.444,0.358,-0.359,0.35,13.933,0.139,"Global"
"1788","1898-12-01",3.407,0.325,9.443,0.565,-2.096,0.42,13.351,0.144,"Global"
"1789","1899-01-01",2.515,0.326,8.443,0.286,-3.262,0.517,13.306,0.147,"Global"
"1790","1899-02-01",2.38,0.42,8.17,0.437,-3.442,0.361,13.399,0.167,"Global"
"1791","1899-03-01",4.618,0.293,10.635,0.371,-1.567,0.306,14.003,0.143,"Global"
"1792","1899-04-01",8.281,0.345,14.438,0.547,2.074,0.386,15.026,0.153,"Global"
"1793","1899-05-01",11.023,0.31,17.132,0.384,4.967,0.462,15.836,0.143,"Global"
"1794","1899-06-01",12.856,0.29,18.799,0.328,6.872,0.276,16.243,0.141,"Global"
"1795","1899-07-01",14.159,0.333,20.168,0.521,7.953,0.341,16.689,0.15,"Global"
"1796","1899-08-01",13.777,0.394,19.598,0.553,7.646,0.342,16.746,0.157,"Global"
"1797","1899-09-01",12.128,0.282,18.223,0.439,5.974,0.293,16.178,0.138,"Global"
"1798","1899-10-01",9.409,0.252,15.317,0.323,3.551,0.422,15.287,0.134,"Global"
"1799","1899-11-01",6.605,0.31,12.417,0.249,1.063,0.431,14.455,0.144,"Global"
"1800","1899-12-01",3.005,0.342,8.639,0.67,-2.668,0.433,13.412,0.153,"Global"
"1801","1900-01-01",1.461,0.276,7.193,0.465,-4.102,0.395,13.142,0.142,"Global"
"1802","1900-02-01",3.098,0.416,9.181,0.604,-2.814,0.626,13.777,0.173,"Global"
"1803","1900-03-01",5.492,0.261,11.377,0.327,-0.68,0.61,14.4,0.141,"Global"
"1804","1900-04-01",8.223,0.292,13.972,0.342,2.131,0.394,15.17,0.151,"Global"
"1805","1900-05-01",11.385,0.357,17.415,0.329,5.179,0.379,15.955,0.159,"Global"
"1806","1900-06-01",13.293,0.282,19.434,0.443,7.112,0.288,16.515,0.147,"Global"
"1807","1900-07-01",14.171,0.345,19.897,0.372,8.095,0.311,16.785,0.154,"Global"
"1808","1900-08-01",13.816,0.383,19.85,0.343,7.892,0.377,16.699,0.159,"Global"
"1809","1900-09-01",11.955,0.293,17.818,0.382,5.967,0.337,16.124,0.147,"Global"
"1810","1900-10-01",9.666,0.255,15.544,0.275,3.833,0.318,15.373,0.14,"Global"
"1811","1900-11-01",5.804,0.276,11.527,0.454,0.121,0.409,14.189,0.137,"Global"
"1812","1900-12-01",3.655,0.341,9.466,0.315,-1.826,0.431,13.598,0.153,"Global"
"1813","1901-01-01",2.191,0.291,7.996,0.604,-3.491,0.49,13.29,0.141,"Global"
"1814","1901-02-01",3.092,0.418,9.038,0.371,-2.678,0.539,13.66,0.163,"Global"
"1815","1901-03-01",5.671,0.251,11.476,0.37,-0.644,0.395,14.383,0.138,"Global"
"1816","1901-04-01",8.522,0.326,14.733,0.368,2.264,0.376,15.22,0.151,"Global"
"1817","1901-05-01",11.178,0.339,17.315,0.397,4.855,0.39,15.936,0.154,"Global"
"1818","1901-06-01",13.423,0.283,19.315,0.386,7.151,0.367,16.441,0.145,"Global"
"1819","1901-07-01",14.339,0.35,20.34,0.43,8.161,0.374,16.718,0.158,"Global"
"1820","1901-08-01",13.789,0.343,19.898,0.398,7.66,0.411,16.663,0.148,"Global"
"1821","1901-09-01",11.984,0.305,17.929,0.464,5.819,0.322,16.001,0.14,"Global"
"1822","1901-10-01",9.003,0.239,15.002,0.368,2.998,0.338,15.087,0.138,"Global"
"1823","1901-11-01",5.976,0.263,12.043,0.55,0.071,0.398,14.101,0.137,"Global"
"1824","1901-12-01",3.335,0.267,9.061,0.672,-2.28,0.37,13.38,0.136,"Global"
"1825","1902-01-01",2.684,0.256,8.797,0.569,-3.031,0.369,13.302,0.13,"Global"
"1826","1902-02-01",3.606,0.354,9.814,0.341,-2.504,0.452,13.691,0.148,"Global"
"1827","1902-03-01",4.883,0.228,11.166,0.439,-1.339,0.294,14.1,0.127,"Global"
"1828","1902-04-01",7.956,0.321,13.884,0.357,1.562,0.358,14.958,0.141,"Global"
"1829","1902-05-01",10.893,0.341,16.986,0.536,4.587,0.369,15.719,0.145,"Global"
"1830","1902-06-01",13.214,0.264,19.338,0.475,6.894,0.32,16.284,0.129,"Global"
"1831","1902-07-01",14.231,0.356,20.2,0.536,7.965,0.339,16.69,0.145,"Global"
"1832","1902-08-01",13.599,0.357,19.884,0.297,7.449,0.354,16.591,0.144,"Global"
"1833","1902-09-01",11.799,0.289,17.897,0.299,5.555,0.372,16.032,0.134,"Global"
"1834","1902-10-01",8.801,0.21,14.811,0.271,2.759,0.347,14.991,0.121,"Global"
"1835","1902-11-01",5.274,0.267,11.159,0.335,-0.46,0.327,13.902,0.128,"Global"
"1836","1902-12-01",2.713,0.27,8.435,0.277,-2.992,0.373,13.24,0.134,"Global"
"1837","1903-01-01",2.514,0.224,8.415,0.442,-3.187,0.403,13.275,0.128,"Global"
"1838","1903-02-01",3.555,0.247,9.297,0.429,-2.49,0.494,13.668,0.132,"Global"
"1839","1903-03-01",4.93,0.212,10.963,0.294,-1.158,0.412,14.05,0.124,"Global"
"1840","1903-04-01",7.832,0.292,13.958,0.32,1.698,0.392,14.801,0.136,"Global"
"1841","1903-05-01",10.794,0.305,16.672,0.398,4.587,0.435,15.645,0.139,"Global"
"1842","1903-06-01",12.886,0.268,18.897,0.381,6.723,0.296,16.161,0.127,"Global"
"1843","1903-07-01",13.992,0.366,19.787,0.452,7.87,0.364,16.496,0.146,"Global"
"1844","1903-08-01",13.412,0.377,19.298,0.365,7.558,0.366,16.304,0.146,"Global"
"1845","1903-09-01",11.501,0.36,17.356,0.461,5.642,0.285,15.771,0.145,"Global"
"1846","1903-10-01",8.812,0.202,14.634,0.417,2.895,0.371,14.835,0.118,"Global"
"1847","1903-11-01",5.516,0.268,11.219,0.391,-0.0509999999999999,0.34,13.828,0.132,"Global"
"1848","1903-12-01",2.898,0.359,8.533,0.327,-2.687,0.381,13.205,0.145,"Global"
"1849","1904-01-01",1.637,0.387,7.082,0.516,-3.86,0.398,12.957,0.152,"Global"
"1850","1904-02-01",2.297,0.348,8.507,0.405,-3.583,0.432,13.154,0.147,"Global"
"1851","1904-03-01",4.506,0.268,10.559,0.555,-1.575,0.302,13.859,0.133,"Global"
"1852","1904-04-01",7.684,0.284,13.823,0.625,1.428,0.299,14.755,0.137,"Global"
"1853","1904-05-01",10.84,0.287,16.922,0.516,4.641,0.313,15.573,0.133,"Global"
"1854","1904-06-01",13.014,0.248,19.092,0.532,6.778,0.298,16.207,0.128,"Global"
"1855","1904-07-01",13.836,0.296,19.678,0.647,7.777,0.34,16.525,0.134,"Global"
"1856","1904-08-01",13.459,0.327,19.525,0.451,7.462,0.321,16.403,0.137,"Global"
"1857","1904-09-01",11.381,0.265,17.465,0.392,5.361,0.253,15.768,0.129,"Global"
"1858","1904-10-01",8.833,0.212,14.902,0.601,3.133,0.314,14.947,0.118,"Global"
"1859","1904-11-01",6.23,0.224,11.997,0.3,0.558,0.337,14.144,0.119,"Global"
"1860","1904-12-01",3.374,0.291,9.212,0.46,-2.067,0.446,13.433,0.13,"Global"
"1861","1905-01-01",2.254,0.345,8.017,0.478,-3.324,0.373,13.205,0.14,"Global"
"1862","1905-02-01",1.927,0.303,7.735,0.28,-3.951,0.411,13.206,0.137,"Global"
"1863","1905-03-01",4.635,0.235,10.466,0.515,-1.308,0.38,14.035,0.125,"Global"
"1864","1905-04-01",7.755,0.255,13.622,0.341,1.493,0.417,14.857,0.128,"Global"
"1865","1905-05-01",10.982,0.28,16.946,0.38,4.819,0.451,15.788,0.131,"Global"
"1866","1905-06-01",13.112,0.264,19.11,0.379,6.944,0.341,16.379,0.125,"Global"
"1867","1905-07-01",14.077,0.307,19.877,0.441,8.038,0.342,16.651,0.133,"Global"
"1868","1905-08-01",13.578,0.327,19.619,0.368,7.72,0.345,16.558,0.134,"Global"
"1869","1905-09-01",11.804,0.252,17.684,0.363,5.928,0.311,16.004,0.123,"Global"
"1870","1905-10-01",9.041,0.239,14.866,0.275,3.117,0.385,15.091,0.122,"Global"
"1871","1905-11-01",6.183,0.282,11.984,0.28,0.574,0.403,14.232,0.127,"Global"
"1872","1905-12-01",3.354,0.256,9.06,0.334,-1.931,0.372,13.45,0.123,"Global"
"1873","1906-01-01",2.068,0.313,8.086,0.42,-3.637,0.294,13.25,0.137,"Global"
"1874","1906-02-01",2.301,0.323,8.125,0.393,-3.343,0.344,13.502,0.135,"Global"
"1875","1906-03-01",4.866,0.2,11.008,0.264,-1.229,0.353,14.245,0.117,"Global"
"1876","1906-04-01",8.626,0.242,14.786,0.581,2.422,0.383,15.23,0.122,"Global"
"1877","1906-05-01",11.24,0.29,17.146,0.437,4.922,0.426,15.769,0.132,"Global"
"1878","1906-06-01",13.334,0.289,19.287,0.323,7.275,0.321,16.436,0.127,"Global"
"1879","1906-07-01",14.122,0.323,20.058,0.391,8.186,0.345,16.662,0.137,"Global"
"1880","1906-08-01",13.691,0.34,19.539,0.462,7.843,0.358,16.593,0.134,"Global"
"1881","1906-09-01",11.772,0.237,17.522,0.298,5.884,0.338,15.95,0.122,"Global"
"1882","1906-10-01",9.267,0.182,14.943,0.254,3.479,0.299,15.152,0.116,"Global"
"1883","1906-11-01",5.501,0.192,11.17,0.327,-0.301,0.322,14.054,0.116,"Global"
"1884","1906-12-01",3.761,0.368,9.258,0.458,-1.664,0.323,13.54,0.148,"Global"
"1885","1907-01-01",1.798,0.274,7.903,0.38,-3.867,0.324,13.108,0.128,"Global"
"1886","1907-02-01",2.117,0.268,7.993,0.383,-3.603,0.285,13.257,0.129,"Global"
"1887","1907-03-01",4.575,0.209,10.61,0.352,-1.6,0.249,14.15,0.123,"Global"
"1888","1907-04-01",7.579,0.263,13.401,0.37,1.521,0.281,14.918,0.133,"Global"
"1889","1907-05-01",10.375,0.28,16.335,0.465,4.084,0.35,15.602,0.132,"Global"
"1890","1907-06-01",12.729,0.267,18.576,0.403,6.509,0.316,16.253,0.13,"Global"
"1891","1907-07-01",13.769,0.307,19.626,0.598,7.761,0.348,16.596,0.133,"Global"
"1892","1907-08-01",13.362,0.326,19.187,0.318,7.465,0.35,16.456,0.132,"Global"
"1893","1907-09-01",11.665,0.243,17.443,0.253,5.59,0.299,15.902,0.119,"Global"
"1894","1907-10-01",9.234,0.191,15.079,0.283,3.32,0.361,15.159,0.115,"Global"
"1895","1907-11-01",5.207,0.207,10.71,0.31,-0.557,0.325,13.872,0.115,"Global"
"1896","1907-12-01",2.956,0.251,8.831,0.27,-2.585,0.288,13.225,0.121,"Global"
"1897","1908-01-01",2.304,0.252,8.118,0.3,-3.548,0.287,13.16,0.123,"Global"
"1898","1908-02-01",2.769,0.269,8.527,0.411,-3.177,0.348,13.441,0.124,"Global"
"1899","1908-03-01",4.136,0.317,10.384,0.38,-2.101,0.453,13.783,0.137,"Global"
"1900","1908-04-01",7.832,0.295,13.853,0.332,1.735,0.543,14.801,0.129,"Global"
"1901","1908-05-01",11.141,0.285,16.958,0.388,4.86,0.388,15.757,0.13,"Global"
"1902","1908-06-01",13.293,0.248,19.063,0.388,6.902,0.29,16.289,0.119,"Global"
"1903","1908-07-01",14.197,0.303,19.748,0.419,8.113,0.37,16.618,0.129,"Global"
"1904","1908-08-01",13.376,0.336,19.359,0.363,7.499,0.346,16.365,0.134,"Global"
"1905","1908-09-01",11.977,0.252,17.781,0.325,5.977,0.261,15.93,0.119,"Global"
"1906","1908-10-01",8.865,0.209,14.675,0.29,2.948,0.329,14.883,0.112,"Global"
"1907","1908-11-01",5.272,0.221,11.098,0.296,-0.576,0.451,13.842,0.116,"Global"
"1908","1908-12-01",3.071,0.31,8.901,0.332,-2.535,0.368,13.189,0.129,"Global"
"1909","1909-01-01",1.395,0.314,7.121,0.377,-4.298,0.449,12.839,0.132,"Global"
"1910","1909-02-01",2.706,0.273,8.571,0.465,-3.447,0.357,13.35,0.125,"Global"
"1911","1909-03-01",4.589,0.249,10.659,0.472,-1.677,0.478,13.852,0.122,"Global"
"1912","1909-04-01",7.534,0.269,13.426,0.414,1.395,0.42,14.719,0.122,"Global"
"1913","1909-05-01",10.611,0.3,16.668,0.428,4.38,0.394,15.6,0.127,"Global"
"1914","1909-06-01",12.962,0.232,18.71,0.281,6.766,0.327,16.191,0.114,"Global"
"1915","1909-07-01",14.06,0.299,19.787,0.366,8.05,0.343,16.437,0.123,"Global"
"1916","1909-08-01",13.752,0.319,19.625,0.353,7.753,0.371,16.496,0.126,"Global"
"1917","1909-09-01",11.879,0.237,17.891,0.287,5.778,0.354,15.849,0.112,"Global"
"1918","1909-10-01",9.192,0.178,15.139,0.327,3.221,0.34,14.941,0.102,"Global"
"1919","1909-11-01",6.236,0.205,11.959,0.216,0.323,0.381,13.993,0.108,"Global"
"1920","1909-12-01",3.223,0.278,8.763,0.423,-2.353,0.326,13.217,0.121,"Global"
"1921","1910-01-01",2.333,0.24,8.095,0.565,-3.27,0.381,13.139,0.114,"Global"
"1922","1910-02-01",2.779,0.273,8.388,0.344,-3.226,0.489,13.317,0.122,"Global"
"1923","1910-03-01",4.606,0.213,10.781,0.334,-1.675,0.421,13.872,0.112,"Global"
"1924","1910-04-01",8.105,0.252,14.37,0.305,1.704,0.422,14.845,0.12,"Global"
"1925","1910-05-01",11.005,0.31,17.03,0.327,4.675,0.514,15.712,0.128,"Global"
"1926","1910-06-01",13.151,0.232,19.027,0.246,6.871,0.422,16.264,0.11,"Global"
"1927","1910-07-01",14.279,0.322,19.952,0.318,8.205,0.385,16.543,0.13,"Global"
"1928","1910-08-01",13.677,0.321,19.425,0.302,7.606,0.395,16.477,0.126,"Global"
"1929","1910-09-01",11.733,0.243,17.623,0.286,5.669,0.398,15.875,0.112,"Global"
"1930","1910-10-01",9.006,0.203,14.905,0.243,2.986,0.377,15.019,0.105,"Global"
"1931","1910-11-01",5.318,0.223,11.072,0.42,-0.654,0.434,13.75,0.109,"Global"
"1932","1910-12-01",2.684,0.289,8.5,0.273,-2.999,0.459,13.016,0.123,"Global"
"1933","1911-01-01",1.66,0.33,7.133,0.437,-3.969,0.285,12.908,0.128,"Global"
"1934","1911-02-01",2.453,0.214,8.15,0.575,-3.664,0.318,13.164,0.107,"Global"
"1935","1911-03-01",4.347,0.199,10.362,0.28,-1.743,0.315,13.752,0.108,"Global"
"1936","1911-04-01",7.99,0.248,14.081,0.382,1.856,0.399,14.716,0.115,"Global"
"1937","1911-05-01",10.829,0.279,16.71,0.369,4.632,0.307,15.497,0.119,"Global"
"1938","1911-06-01",13.009,0.231,19.091,0.231,6.778,0.238,16.108,0.108,"Global"
"1939","1911-07-01",14.082,0.292,19.987,0.335,8.053,0.327,16.431,0.122,"Global"
"1940","1911-08-01",13.499,0.329,19.396,0.352,7.607,0.316,16.387,0.126,"Global"
"1941","1911-09-01",11.638,0.233,17.491,0.242,5.723,0.27,15.799,0.118,"Global"
"1942","1911-10-01",9.263,0.193,14.99,0.249,3.401,0.274,15.063,0.108,"Global"
"1943","1911-11-01",5.964,0.184,11.652,0.303,0.309,0.338,14.062,0.108,"Global"
"1944","1911-12-01",3.39,0.242,8.811,0.298,-1.981,0.336,13.425,0.115,"Global"
"1945","1912-01-01",2.402,0.309,7.911,0.253,-3.305,0.329,13.249,0.125,"Global"
"1946","1912-02-01",3.354,0.251,9.379,0.335,-2.718,0.594,13.595,0.115,"Global"
"1947","1912-03-01",4.356,0.226,10.725,0.298,-1.981,0.346,13.995,0.115,"Global"
"1948","1912-04-01",8.229,0.262,14.069,0.271,2.091,0.391,15.065,0.118,"Global"
"1949","1912-05-01",11.254,0.308,17.389,0.383,4.992,0.383,15.813,0.126,"Global"
"1950","1912-06-01",13.435,0.25,19.351,0.277,7.166,0.37,16.397,0.113,"Global"
"1951","1912-07-01",13.723,0.293,19.729,0.368,7.916,0.345,16.509,0.12,"Global"
"1952","1912-08-01",13.053,0.318,19.027,0.376,7.277,0.333,16.309,0.125,"Global"
"1953","1912-09-01",11.222,0.252,17.435,0.331,5.227,0.265,15.685,0.117,"Global"
"1954","1912-10-01",8.367,0.201,14.133,0.395,2.497,0.211,14.751,0.108,"Global"
"1955","1912-11-01",5.521,0.188,11.185,0.345,-0.291,0.287,13.928,0.107,"Global"
"1956","1912-12-01",3.069,0.243,8.307,0.339,-2.459,0.343,13.23,0.114,"Global"
"1957","1913-01-01",2.083,0.295,7.655,0.442,-3.657,0.4,13.066,0.122,"Global"
"1958","1913-02-01",2.376,0.295,8.233,0.328,-3.485,0.523,13.344,0.122,"Global"
"1959","1913-03-01",4.517,0.219,10.4,0.274,-1.597,0.342,13.953,0.11,"Global"
"1960","1913-04-01",8.023,0.246,14.219,0.355,1.91,0.334,14.957,0.117,"Global"
"1961","1913-05-01",10.745,0.288,16.815,0.355,4.652,0.357,15.679,0.123,"Global"
"1962","1913-06-01",13.005,0.266,19.075,0.37,6.667,0.364,16.216,0.117,"Global"
"1963","1913-07-01",14.137,0.298,20.256,0.327,7.967,0.355,16.552,0.122,"Global"
"1964","1913-08-01",13.724,0.325,19.805,0.359,7.735,0.37,16.496,0.126,"Global"
"1965","1913-09-01",11.759,0.237,17.833,0.332,5.629,0.287,15.867,0.111,"Global"
"1966","1913-10-01",9.077,0.194,14.904,0.256,3.091,0.328,15.028,0.104,"Global"
"1967","1913-11-01",6.024,0.213,11.67,0.305,0.347,0.278,14.123,0.111,"Global"
"1968","1913-12-01",4.103,0.271,9.556,0.443,-1.43,0.288,13.624,0.12,"Global"
"1969","1914-01-01",3.376,0.307,8.822,0.369,-2.334,0.298,13.545,0.128,"Global"
"1970","1914-02-01",3.2,0.225,8.502,0.469,-2.551,0.338,13.576,0.111,"Global"
"1971","1914-03-01",4.942,0.221,11.039,0.277,-1.31,0.294,14.103,0.116,"Global"
"1972","1914-04-01",8.098,0.244,14.051,0.262,1.888,0.303,15.018,0.119,"Global"
"1973","1914-05-01",11.285,0.284,17.199,0.301,5.233,0.331,15.857,0.127,"Global"
"1974","1914-06-01",13.496,0.233,19.335,0.255,7.219,0.255,16.421,0.114,"Global"
"1975","1914-07-01",14.298,0.307,20.065,0.309,8.182,0.336,16.653,0.131,"Global"
"1976","1914-08-01",13.73,0.318,19.692,0.321,7.87,0.324,16.692,0.132,"Global"
"1977","1914-09-01",11.915,0.23,17.747,0.23,5.866,0.245,16.075,0.137,"Global"
"1978","1914-10-01",9.387,0.183,15.271,0.237,3.567,0.26,15.223,0.124,"Global"
"1979","1914-11-01",5.759,0.195,11.287,0.399,0.239,0.329,14.155,0.125,"Global"
"1980","1914-12-01",3.6,0.276,8.764,0.371,-1.624,0.334,13.597,0.139,"Global"
"1981","1915-01-01",2.299,0.246,7.901,0.37,-3.416,0.332,13.32,0.134,"Global"
"1982","1915-02-01",3.265,0.261,8.931,0.419,-2.52,0.375,13.675,0.137,"Global"
"1983","1915-03-01",5.143,0.209,11.024,0.272,-1.115,0.355,14.32,0.131,"Global"
"1984","1915-04-01",8.705,0.251,14.607,0.336,2.755,0.324,15.292,0.135,"Global"
"1985","1915-05-01",11.493,0.286,17.141,0.325,5.371,0.416,16.067,0.138,"Global"
"1986","1915-06-01",13.3,0.249,19.189,0.294,7.154,0.292,16.445,0.133,"Global"
"1987","1915-07-01",14.443,0.295,20.553,0.685,8.455,0.313,16.817,0.145,"Global"
"1988","1915-08-01",13.77,0.326,19.997,0.582,7.758,0.333,16.802,0.144,"Global"
"1989","1915-09-01",11.867,0.259,17.811,0.539,6.038,0.338,16.102,0.135,"Global"
